uid_proj,uid,name
red-social-de-sustentabilidad,mapeo-ciudadano,Mapeo ciudadano
red-social-de-sustentabilidad,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
red-social-de-sustentabilidad,participación-ciudadana,Participación ciudadana
red-social-de-sustentabilidad,uso-de-datos-abiertos,Uso de datos abiertos
programa-makernel-el-primer-makerspace-portatil-100-tico,participación-ciudadana,Participación ciudadana
red-colaborativa-para-el-desarrollo-de-la-economia-social,mapeo-ciudadano,Mapeo ciudadano
red-colaborativa-para-el-desarrollo-de-la-economia-social,participación-ciudadana,Participación ciudadana
red-colaborativa-para-el-desarrollo-de-la-economia-social,uso-de-datos-abiertos,Uso de datos abiertos
transparencia-y-desarrollo-civico-en-ecuador,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
transparencia-y-desarrollo-civico-en-ecuador,participación-ciudadana,Participación ciudadana
transparencia-y-desarrollo-civico-en-ecuador,uso-de-datos-abiertos,Uso de datos abiertos
transparencia-y-desarrollo-civico-en-ecuador,periodismo-de-datos,Periodismo de datos
belisar-io,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
belisar-io,participación-ciudadana,Participación ciudadana
agromas,mapeo-ciudadano,Mapeo ciudadano
agromas,participación-ciudadana,Participación ciudadana
agromas,uso-de-datos-abiertos,Uso de datos abiertos
pasameeldato-com-escuela-de-dateras-ciudadanas,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
pasameeldato-com-escuela-de-dateras-ciudadanas,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
pasameeldato-com-escuela-de-dateras-ciudadanas,participación-ciudadana,Participación ciudadana
pasameeldato-com-escuela-de-dateras-ciudadanas,uso-de-datos-abiertos,Uso de datos abiertos
pasameeldato-com-escuela-de-dateras-ciudadanas,periodismo-de-datos,Periodismo de datos
desarrollos-territoriales-rurales-municipales-auto-sostenibles,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
desarrollos-territoriales-rurales-municipales-auto-sostenibles,mapeo-ciudadano,Mapeo ciudadano
desarrollos-territoriales-rurales-municipales-auto-sostenibles,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
desarrollos-territoriales-rurales-municipales-auto-sostenibles,participación-ciudadana,Participación ciudadana
desarrollos-territoriales-rurales-municipales-auto-sostenibles,uso-de-datos-abiertos,Uso de datos abiertos
desarrollos-territoriales-rurales-municipales-auto-sostenibles,periodismo-de-datos,Periodismo de datos
proyecto-participa-2017,mapeo-ciudadano,Mapeo ciudadano
proyecto-participa-2017,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
proyecto-participa-2017,participación-ciudadana,Participación ciudadana
proyecto-participa-2017,uso-de-datos-abiertos,Uso de datos abiertos
construyendo-caminos-seguros,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
construyendo-caminos-seguros,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
construyendo-caminos-seguros,participación-ciudadana,Participación ciudadana
construyendo-caminos-seguros,uso-de-datos-abiertos,Uso de datos abiertos
let-s-chat,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
let-s-chat,participación-ciudadana,Participación ciudadana
atentomuni,mapeo-ciudadano,Mapeo ciudadano
atentomuni,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
atentomuni,participación-ciudadana,Participación ciudadana
quiero-mi-guatemala-transparente,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
quiero-mi-guatemala-transparente,mapeo-ciudadano,Mapeo ciudadano
quiero-mi-guatemala-transparente,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
quiero-mi-guatemala-transparente,participación-ciudadana,Participación ciudadana
quiero-mi-guatemala-transparente,uso-de-datos-abiertos,Uso de datos abiertos
quiero-mi-guatemala-transparente,periodismo-de-datos,Periodismo de datos
creacion-de-repositorios-institucionales-en-las-universidades-publicas-venezolanas-para-democratizar-el-acceso-a-la-informacion,uso-de-datos-abiertos,Uso de datos abiertos
movialidad,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
movialidad,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
movialidad,participación-ciudadana,Participación ciudadana
movialidad,uso-de-datos-abiertos,Uso de datos abiertos
plataforma-de-pequenos-constructores-para-infraestructura-y-bienes-publicos,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
plataforma-de-pequenos-constructores-para-infraestructura-y-bienes-publicos,uso-de-datos-abiertos,Uso de datos abiertos
observatorio-del-gasto-fiscal,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
observatorio-del-gasto-fiscal,mapeo-ciudadano,Mapeo ciudadano
observatorio-del-gasto-fiscal,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
observatorio-del-gasto-fiscal,uso-de-datos-abiertos,Uso de datos abiertos
observatorio-del-gasto-fiscal,periodismo-de-datos,Periodismo de datos
plataforma-civica-para-la-participacion-indigena-mediante-derecho-al-acceso-a-la-informacion,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
plataforma-civica-para-la-participacion-indigena-mediante-derecho-al-acceso-a-la-informacion,participación-ciudadana,Participación ciudadana
plataforma-civica-para-la-participacion-indigena-mediante-derecho-al-acceso-a-la-informacion,uso-de-datos-abiertos,Uso de datos abiertos
rede-cordial,mapeo-ciudadano,Mapeo ciudadano
rede-cordial,participación-ciudadana,Participación ciudadana
rede-cordial,uso-de-datos-abiertos,Uso de datos abiertos
observatorio-de-prisiones,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
observatorio-de-prisiones,uso-de-datos-abiertos,Uso de datos abiertos
gestion-del-arbolado-urbano,mapeo-ciudadano,Mapeo ciudadano
gestion-del-arbolado-urbano,participación-ciudadana,Participación ciudadana
gestion-del-arbolado-urbano,periodismo-de-datos,Periodismo de datos
jujuy-colaborativo,mapeo-ciudadano,Mapeo ciudadano
jujuy-colaborativo,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
jujuy-colaborativo,participación-ciudadana,Participación ciudadana
jujuy-colaborativo,uso-de-datos-abiertos,Uso de datos abiertos
informacion-inclusiva-y-participativa-para-todos,participación-ciudadana,Participación ciudadana
fortalecimiento-de-junta-de-vecinos,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
fortalecimiento-de-junta-de-vecinos,mapeo-ciudadano,Mapeo ciudadano
fortalecimiento-de-junta-de-vecinos,participación-ciudadana,Participación ciudadana
malalai,mapeo-ciudadano,Mapeo ciudadano
malalai,participación-ciudadana,Participación ciudadana
red-peruana-por-ciudades-justas-democraticas-y-sustentables,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
red-peruana-por-ciudades-justas-democraticas-y-sustentables,mapeo-ciudadano,Mapeo ciudadano
red-peruana-por-ciudades-justas-democraticas-y-sustentables,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
red-peruana-por-ciudades-justas-democraticas-y-sustentables,participación-ciudadana,Participación ciudadana
red-peruana-por-ciudades-justas-democraticas-y-sustentables,uso-de-datos-abiertos,Uso de datos abiertos
estacão-juventude-ativa,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
estacão-juventude-ativa,mapeo-ciudadano,Mapeo ciudadano
estacão-juventude-ativa,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
estacão-juventude-ativa,participación-ciudadana,Participación ciudadana
estacão-juventude-ativa,uso-de-datos-abiertos,Uso de datos abiertos
mexico-en-datos,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
mexico-en-datos,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
mexico-en-datos,participación-ciudadana,Participación ciudadana
mexico-en-datos,uso-de-datos-abiertos,Uso de datos abiertos
mexico-en-datos,periodismo-de-datos,Periodismo de datos
prosas-plataforma-para-selecão-e-monitoramento-de-projetos-sociais,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
prosas-plataforma-para-selecão-e-monitoramento-de-projetos-sociais,mapeo-ciudadano,Mapeo ciudadano
prosas-plataforma-para-selecão-e-monitoramento-de-projetos-sociais,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
prosas-plataforma-para-selecão-e-monitoramento-de-projetos-sociais,participación-ciudadana,Participación ciudadana
calculadora-de-la-desigualdad-de-genero,participación-ciudadana,Participación ciudadana
transparencia-en-publicidad-oficial,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
transparencia-en-publicidad-oficial,participación-ciudadana,Participación ciudadana
transparencia-en-publicidad-oficial,uso-de-datos-abiertos,Uso de datos abiertos
transparencia-en-publicidad-oficial,periodismo-de-datos,Periodismo de datos
hacia-el-empoderamiento-de-nuestros-derechos-digitales-a-traves-de-la-participacion-ciudadana-y-el-debate-publico,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
hacia-el-empoderamiento-de-nuestros-derechos-digitales-a-traves-de-la-participacion-ciudadana-y-el-debate-publico,participación-ciudadana,Participación ciudadana
hacia-el-empoderamiento-de-nuestros-derechos-digitales-a-traves-de-la-participacion-ciudadana-y-el-debate-publico,uso-de-datos-abiertos,Uso de datos abiertos
mi-historial-medico,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
mi-historial-medico,uso-de-datos-abiertos,Uso de datos abiertos
mi-voto-vale,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
mi-voto-vale,participación-ciudadana,Participación ciudadana
plataforma-de-rendicion-de-cuentas-de-servidores-publicos,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
instituto-del-desarrollo-de-la-juventud,mapeo-ciudadano,Mapeo ciudadano
instituto-del-desarrollo-de-la-juventud,participación-ciudadana,Participación ciudadana
instituto-del-desarrollo-de-la-juventud,uso-de-datos-abiertos,Uso de datos abiertos
politica-na-pratica,participación-ciudadana,Participación ciudadana
rede-de-colaboracão-de-plantio-urbano-de-produtos-organicos,participación-ciudadana,Participación ciudadana
vihsion-ciudadana-tecnologia-periodismo-y-experiencia-en-el-sector-para-monitorear-analizar-y-comparar-politicas-publicas-en-vih-en-latinoamerica,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
vihsion-ciudadana-tecnologia-periodismo-y-experiencia-en-el-sector-para-monitorear-analizar-y-comparar-politicas-publicas-en-vih-en-latinoamerica,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
vihsion-ciudadana-tecnologia-periodismo-y-experiencia-en-el-sector-para-monitorear-analizar-y-comparar-politicas-publicas-en-vih-en-latinoamerica,participación-ciudadana,Participación ciudadana
vihsion-ciudadana-tecnologia-periodismo-y-experiencia-en-el-sector-para-monitorear-analizar-y-comparar-politicas-publicas-en-vih-en-latinoamerica,uso-de-datos-abiertos,Uso de datos abiertos
vihsion-ciudadana-tecnologia-periodismo-y-experiencia-en-el-sector-para-monitorear-analizar-y-comparar-politicas-publicas-en-vih-en-latinoamerica,periodismo-de-datos,Periodismo de datos
mobilidade-urbana-aberta,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
mobilidade-urbana-aberta,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
mobilidade-urbana-aberta,participación-ciudadana,Participación ciudadana
mobilidade-urbana-aberta,uso-de-datos-abiertos,Uso de datos abiertos
aguapps-gestion-participativa-del-agua-para-el-chaco,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
aguapps-gestion-participativa-del-agua-para-el-chaco,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
aguapps-gestion-participativa-del-agua-para-el-chaco,participación-ciudadana,Participación ciudadana
aguapps-gestion-participativa-del-agua-para-el-chaco,uso-de-datos-abiertos,Uso de datos abiertos
democracyos-por-democracia-en-red,participación-ciudadana,Participación ciudadana
opendataplus-od,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
opendataplus-od,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
opendataplus-od,participación-ciudadana,Participación ciudadana
opendataplus-od,uso-de-datos-abiertos,Uso de datos abiertos
opendataplus-od,periodismo-de-datos,Periodismo de datos
