org_uid,org_name,proj_uid,proj_name
icom-instituto-comunitario-grande-florianopolis,Icom - Instituto Comunitário Grande Florianópolis,sinais-vitais,Sinais Vitais
data-datos-abiertos-transparencia-y-acceso-a-la-informacion,DATA (Datos Abiertos Transparencia y Acceso a la información),reporta-ciudad,Reporta Ciudad
tannder-corp,Tannder Corp,tannder-educacion-virtual-al-alcance-de-todos,"Tannder, Educación Virtual Al Alcance De Todos"
emagic,Emagic,plataforma-democracia-digital,Plataforma Democracia Digital
asociacion-civil-japiqay,Asociación Civil Japiqay,os-conoces-mapeando-el-poder,¿Los Conoces? Mapeando El Poder
asociacion-chilena-de-voluntarios,Asociación Chilena De Voluntarios,participacion-ciudadana-transparente-una-plataforma-amigable,"Participación Ciudadana Transparente, Una Plataforma Amigable"
open-knowledge-foundation-brasil,"Open Knowledge Brasil,Open Knowledge Foundation Brasil",libre,Libre
mega-cities,Mega Cities,plataforma-digital-de-empoderamento-de-favelas-pela-informacão-e-auto-organizacão,Plataforma Digital De Empoderamento De Favelas Pela Informação E Auto-Organização
troca-gestão-social-para-a-sustentabilidade,Troca: Gestão Social Para A Sustentabilidade,rio-doce-ativo,Rio Doce Ativo
cityflag-sapi-de-cv,Cityflag Sapi De Cv,cityflag,Cityflag
cemoplaf,Cemoplaf,mucha-nota,Mucha Nota
sociedad-peruana-de-derecho-ambiental,Sociedad Peruana De Derecho Ambiental,promesas-verdes,Promesas Verdes
instituto-de-arquitetos-do-brasil-departamento-de-são-paulo-iab-sp,Instituto De Arquitetos Do Brasil - Departamento De São Paulo (Iab-Sp),plataforma-iab-sp,Plataforma Iab-Sp
centro-de-innovacion-a-la-vivienda-civ-a-c,"Centro De Innovación A La Vivienda (Civ), A.C.",tecnologia-y-el-mejoramiento-habitacional-urbano,Tecnología Y El Mejoramiento Habitacional Urbano
portal-brasil,Portal Brasil,politica-sporte-club,Politica Sporte Club
socio-publico,Socio Público,reconstruyendo-confianzas-desde-la-politica-local-a-traves-de-una-estrategia-de-participacion-ciudadana-transparente,Reconstruyendo Confianzas Desde La Política Local  A Través De Una Estrategia De Participación Ciudadana Transparente
nau-interativa,Nau Interativa,cuidados-de-saude-acessiveis,Cuidados De Saúde Acessíveis
nau-interativa,Nau Interativa,rede-de-colaboracão-de-plantio-urbano-de-produtos-organicos,Rede De Colaboração De Plantio Urbano De Produtos Orgânicos
fundacion-girls-in-tech-chile,Fundacion Girls In Tech Chile,pasameeldato-com-escuela-de-dateras-ciudadanas,Pasameeldato.Com - Escuela De Dateras Ciudadanas
grupo-de-inovacion-e-inteligencia-ciudadana,Grupo De Inovacion E Inteligencia Ciudadana,tu-conteo,Tu Conteo
gobierno-abierto-cdmx,Gobierno Abierto Cdmx,ley-de-gobierno-abierto-cdmx,Ley De Gobierno Abierto Cdmx
instituto-acuna,Instituto Acuña,estacão-juventude-ativa,Estação Juventude Ativa
proetica-capitulo-peruano-de-transparency-international,"Proética, Capítulo Peruano De Transparency International",hackeo-al-gasto-electoral-en-las-elecciones-subnacionales-peru-2018,Hackeo Al Gasto Electoral En Las Elecciones Subnacionales - Perú 2018
hacklab-cochabamba,Hacklab Cochabamba,red-libre-de-villa-coronilla-en-cochabamba-barriohacker-net,Red Libre De Villa Coronilla En Cochabamba Barriohacker.Net
veeduria-distrital-de-bogota-veeduria-delegada-para-la-participacion-y-los-programas-especiales,"Veeduría Distrital De Bogotá, Veeduría Delegada Para La Participación Y Los Programas Especiales",mi-compromiso-con-bogota,Mi Compromiso Con Bogotá
asociacion-ecologica-de-los-municipios-de-santa-ana-asemusa,Asociación Ecológica De Los Municipios De Santa Ana (Asemusa),desarrollo-de-sistema-para-la-acreditacion-del-derecho-a-la-identidad-asemusa,Desarrollo De Sistema Para La Acreditación Del Derecho A La Identidad (Asemusa).
odpe-pe,Odpe.Pe,odpe-pe,Odpe.Pe
red-ciudadana,Red Ciudadana,espanta-cacos,Espanta Cacos
red-ciudadana,Red Ciudadana,congreso-abierto-guatemala,Congreso Abierto Guatemala
associacão-comunitaria-de-bento-rodrigues,Associação Comunitária De Bento Rodrigues,rio-doce-ativo,Rio Doce Ativo
datoselsalvador,Datoselsalvador,observatorio-centroamericano-de-datos-abiertos,Observatorio Centroamericano De Datos Abiertos
people-in-need,People In Need,eyeoncuba-org,Eyeoncuba.Org
open-data-venezuela,Open Data Venezuela,sin-nombre,Sin Nombre
esc-de-ingenieria-electrica-electronica-y-de-telecomunicaciones,"Esc. De Ingeniería Eléctrica, Electrónica Y De Telecomunicaciones",red-ciudadana-de-monitoreo-de-la-calidad-del-aire,Red Ciudadana De Monitoreo De La Calidad Del Aire
documenta-analisis-y-accion-para-la-justicia-social-a-c,Documenta: Análisis Y Acción Para La Justicia Social A.C.,observatorio-de-prisiones,
documenta-analisis-y-accion-para-la-justicia-social-a-c,Documenta: Análisis Y Acción Para La Justicia Social A.C.,observatorio-de-prisiones,Observatorio De Prisiones
postdata-club-cuba,Postdata Club,en-dos-ruedas-y-con-electricidad,En dos ruedas y con electricidad
postdata-club-cuba,Postdata Club,las-patrias-del-atletismo,Las Patrias del atletismo
postdata-club-cuba,Postdata Club,de-watergate-a-trump,"De Watergate a Trump: Legislaciones sobre Cuba, 45 años de propuestas en el Congreso de USA"
postdata-club-cuba,Postdata Club,medicos-de-cuba-para-el-mundo,Médicos de Cuba para el mundo
postdata-club-cuba,Postdata Club,explora-la-candidatura,Explora la Candidatura
postdata-club-cuba,Postdata Club,consejo-estado-cuba,Consejo de Estado de Cuba
politikei-co-governanca-no-legislativo,Politikei - co-governança no legislativo,politikei-co-governanca-no-legislativo,
asociacion-latin,Asociación Latin,latin-iniciativa-latinoamericana-de-tecnologias-y-recursos-abiertos-para-la-educacion,Latin - Iniciativa Latinoamericana De Tecnologías Y Recursos Abiertos Para La Educación
fundacion-nicaraguense-para-la-defensa-del-medio-ambiente-y-proteccion-de-los-recursos-naturales-fundenatura,Fundación Nicaragüense Para La Defensa Del Medio Ambiente Y Protección De Los Recursos Naturales (Fundenatura),plataforma-carazo-sostenible,Plataforma Carazo Sostenible
inesc-instituto-de-estudos-socioeconomicos,Inesc-Instituto De Estudos Socioeconômicos,mobilidade-urbana-aberta,
inesc-instituto-de-estudos-socioeconomicos,Inesc-Instituto De Estudos Socioeconômicos,mobilidade-urbana-aberta,Mobilidade Urbana Aberta
mkk-group,Mkk Group,conectando-mujeres-conectando-oportunidades,"Conectando Mujeres, Conectando Oportunidades"
infoamazonia,InfoAmazonía,dinheiro,Dinheiro que dá em árvore
infoamazonia,InfoAmazonía,social-progress-amazon,Social Progress Index in the Amazon
infoamazonia,InfoAmazonía,alerta-de-enchentes,"Alerta de enchentes, Veja as previsões de volume para os rios da região amazônica"
infoamazonia,InfoAmazonía,alerta-de-enchentes-na-amazonia,Alerta De Enchentes Na Amazônia
infoamazonia,InfoAmazonía,visaguas,Visaguas
infoamazonia,InfoAmazonía,politica-do-desmatamento,A Política do Desmatamento
infoamazonia,InfoAmazonía,costing-nature,Costing Nature
observatorio-ciudadano-de-la-educacion,Observatorio Ciudadano De La Educacion,observatorio-eq,Observatorio.Eq
instituto-socioambiental,Instituto Socioambiental,veias-abertas-dados-sobre-conflitos-socioambientais,Veias Abertas – Dados Sobre Conflitos Socioambientais
instituto-de-cidadania-empresarial-do-maranhão,Instituto De Cidadania Empresarial Do Maranhão,mobilidade-urbana-aberta,
instituto-de-cidadania-empresarial-do-maranhão,Instituto De Cidadania Empresarial Do Maranhão,mobilidade-urbana-aberta,Mobilidade Urbana Aberta
gire,Grupo de Información de reproducción Elegida,somos51,Una agenda para la igualdad
fundacion-democracia-digital-ecuador,Fundación Democracia Digital Ecuador,plataforma-democracia-digital,Plataforma Democracia Digital
cobracriada-inteligenciaemrede,CobraCriada-#InteligênciaEmRede,ozzymandhas-jornalismo-colaborativo,
open-data-peru,Open Data Perú,hackeo-al-gasto-electoral-en-las-elecciones-subnacionales-peru-2018,Hackeo Al Gasto Electoral En Las Elecciones Subnacionales - Perú 2018
redlad,Redlad,app-para-la-inclusion-y-el-respeto-a-la-sociedad-civil,App Para La Inclusión Y El Respeto A La Sociedad Civil
dynamizeit,Dynamizeit,plataforma-para-el-monitoreo-de-parametros-de-salud-y-de-actividad-del-adulto-mayor,Plataforma Para El Monitoreo De Parámetros De Salud Y De Actividad Del Adulto Mayor
todavia-no-fue-creada-una-empresa,Todavia No Fue Creada Una Empresa,boonited,Boonited
cooperativa-sula-batsu,Cooperativa Sulá Batsú,plataforma-digital-de-participacion-y-fiscalizacion-ciudadana-de-las-personas-jovenes-rurales-de-cartago,Plataforma Digital De Participación Y Fiscalización Ciudadana De Las Personas Jóvenes Rurales De Cartago
bgood-smart-philanthropy,Bgood Smart Philanthropy,bgood-smart-philanthropy,Bgood Smart Philanthropy
cieds-centro-integrado-de-estudos-e-programas-de-desenvolvimento-sustentavel,Cieds - Centro Integrado De Estudos E Programas De Desenvolvimento Sustentável,compartir,Compartir
constructora-proyecto-propio,Constructora Proyecto Propio,plataforma-de-pequenos-constructores-para-infraestructura-y-bienes-publicos,Plataforma De Pequeños Constructores Para Infraestructura Y Bienes Públicos
prince-consulting-kmt-business-education-sa,Prince Consulting (Kmt Business Education Sa),blockchain-transparencia-y-servicios-publicos,"Blockchain, Transparencia Y Servicios Públicos"
entre-ojos,Entre Ojos,boyaca-se-raja-en-el-aprovechamiento-de-sus-basuras,Boyacá se raja en el aprovechamiento de sus basuras
instituto-del-fracaso-a-c,Instituto Del Fracaso A.C.,open-failure,Open Failure
public-knowledge,Public Knowledge,curso-abierto-de-internet-para-acelerar-el-cambio-social-en-america-latina,Curso Abierto De Internet Para Acelerar El Cambio Social En América Latina
asociacion-colectivo-mujeres-al-derecho,Asociación Colectivo Mujeres Al Derecho,mujeres-campesinas-y-jovenes-por-una-participacion-ciudadana-digital-activa-y-reivindicativa-en-la-region-caribe-colombiana,Mujeres Campesinas Y Jovenes Por  Una Participación Ciudadana Digital  Activa Y Reivindicativa En La Región Caribe Colombiana
consejeria-juridica-y-de-servicios-legales-de-la-cdmx,Consejería Jurídica Y De Servicios Legales De La Cdmx,identidad-digital-a-traves-de-blockchain-para-la-reduccion-de-falsificacion-y-corrupcion,Identidad Digital A Través De Blockchain Para La Reducción De Falsificación Y Corrupción
instituto-para-o-desenvolvimento-racional-das-cidades,Instituto Para O Desenvolvimento Racional Das Cidades,anca-imaginaria-a-cultura-brasileira-em-movimento,
fundacion-contexto-ciudadano,Fundación Contexto Ciudadano,observatorio-del-gasto-fiscal,Observatorio Del Gasto Fiscal
el-faro,El Faro,dato-duro-el-salvador,Dato Duro El Salvador
el-faro,El Faro,72-migrantes,72 Migrantes
el-faro,El Faro,sin-nombre,Sin Nombre
el-faro,El Faro,la-caza-legislativa,La Caza Legislativa
faro-digital,Faro Digital,co-creamos-plataforma-de-co-creacion-digital-junto-a-escuelas-sector-publico-y-sociedad-civil,"Co-Creamos (Plataforma De Co-Creación Digital Junto A Escuelas, Sector Publico Y Sociedad Civil)"
cedaps,Cedaps,mapa-falante-tecnologia-civica-para-monitoramento-participativo-de-informacões-sobre-servicos-dados-e-vivencias,"Mapa Falante: Tecnologia Cívica Para Monitoramento Participativo De Informações Sobre Serviços, Dados E Vivências"
anima-educacion,Anima Educación,desenvolvimiento-de-tecnologia-verde-d,Desenvolvimiento De Tecnología Verde D
tekis-tecnologia-avancadas-ltda,Tekis Tecnologia Avançadas Ltda.,sinais-vitais,Sinais Vitais
asociacion-unacem,Asociación Unacem,ocupa-tu-calle,Ocupa Tu Calle
visual-reporting-technologies,Visual Reporting Technologies,obra-chueca,Obra Chueca
visual-reporting-technologies,Visual Reporting Technologies,observatorio-de-prisiones,Observatorio De Prisiones
caribbean-open-institute,Caribbean Open Institute,,
nachhaltigkeit-educacão-ltda,Nachhaltigkeit Educação Ltda,rio-doce-ativo,Rio Doce Ativo
on-the-move,On The Move,omo-viajamos-app-para-realizar-denuncias-y-reclamos-en-el-uso-del-transporte-publico-de-pasajeros-de-la-region-metropolitana-de-buenos-aires,¿Cómo Viajamos? App Para Realizar Denuncias Y Reclamos En El Uso Del Transporte Público De Pasajeros De La Región Metropolitana De Buenos Aires
fundacion-mexicana-para-la-planeacion-familiar-a-c-mexfam,Fundación Mexicana Para La Planeación Familiar A. C. (Mexfam),participacion-adolescente,Participación Adolescente
ciudad-viva,Ciudad Viva,fixmystreet,Fixmystreet
codeando-mexico,Codeando México,tecnologia-civica-para-mejorar-la-movilidad-de-manera-participativa,
codeando-mexico,Codeando México,centro-civico-por-codeando-mexico,
