uid_org,uid,name
grupo-de-inovacion-e-inteligencia-ciudadana,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
grupo-de-inovacion-e-inteligencia-ciudadana,mapeo-ciudadano,Mapeo ciudadano
grupo-de-inovacion-e-inteligencia-ciudadana,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
grupo-de-inovacion-e-inteligencia-ciudadana,participación-ciudadana,Participación ciudadana
grupo-de-inovacion-e-inteligencia-ciudadana,periodismo-de-datos,Periodismo de datos
instituto-acuna,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
instituto-acuna,mapeo-ciudadano,Mapeo ciudadano
instituto-acuna,compras-publicas,Compras públicas
instituto-acuna,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
instituto-acuna,participación-ciudadana,Participación ciudadana
instituto-acuna,otro,Otro
proetica-capitulo-peruano-de-transparency-international,compras-publicas,Compras públicas
proetica-capitulo-peruano-de-transparency-international,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
veeduria-distrital-de-bogota-veeduria-delegada-para-la-participacion-y-los-programas-especiales,mapeo-ciudadano,Mapeo ciudadano
veeduria-distrital-de-bogota-veeduria-delegada-para-la-participacion-y-los-programas-especiales,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
veeduria-distrital-de-bogota-veeduria-delegada-para-la-participacion-y-los-programas-especiales,participación-ciudadana,Participación ciudadana
veeduria-distrital-de-bogota-veeduria-delegada-para-la-participacion-y-los-programas-especiales,periodismo-de-datos,Periodismo de datos
asociacion-ecologica-de-los-municipios-de-santa-ana-asemusa,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
asociacion-ecologica-de-los-municipios-de-santa-ana-asemusa,mapeo-ciudadano,Mapeo ciudadano
associacão-comunitaria-de-bento-rodrigues,otro,Otro
datoselsalvador,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
datoselsalvador,otro,Otro
documenta-analisis-y-accion-para-la-justicia-social-a-c,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
documenta-analisis-y-accion-para-la-justicia-social-a-c,otro,Otro
asociacion-latin,otro,Otro
fundacion-nicaraguense-para-la-defensa-del-medio-ambiente-y-proteccion-de-los-recursos-naturales-fundenatura,otro,Otro
inesc-instituto-de-estudos-socioeconomicos,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
inesc-instituto-de-estudos-socioeconomicos,participación-ciudadana,Participación ciudadana
mkk-group,participación-ciudadana,Participación ciudadana
mkk-group,otro,Otro
infoamazonia,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
infoamazonia,mapeo-ciudadano,Mapeo ciudadano
infoamazonia,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
infoamazonia,participación-ciudadana,Participación ciudadana
infoamazonia,periodismo-de-datos,Periodismo de datos
instituto-socioambiental,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
instituto-socioambiental,participación-ciudadana,Participación ciudadana
instituto-socioambiental,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
instituto-socioambiental,periodismo-de-datos,Periodismo de datos
instituto-de-cidadania-empresarial-do-maranhão,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
fundacion-democracia-digital-ecuador,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
fundacion-democracia-digital-ecuador,mapeo-ciudadano,Mapeo ciudadano
fundacion-democracia-digital-ecuador,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
fundacion-democracia-digital-ecuador,participación-ciudadana,Participación ciudadana
open-data-peru,compras-publicas,Compras públicas
open-data-peru,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
open-data-peru,periodismo-de-datos,Periodismo de datos
redlad,mapeo-ciudadano,Mapeo ciudadano
dynamizeit,mapeo-ciudadano,Mapeo ciudadano
dynamizeit,participación-ciudadana,Participación ciudadana
todavia-no-fue-creada-una-empresa,otro,Otro
cooperativa-sula-batsu,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
cooperativa-sula-batsu,mapeo-ciudadano,Mapeo ciudadano
cooperativa-sula-batsu,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
cooperativa-sula-batsu,participación-ciudadana,Participación ciudadana
cooperativa-sula-batsu,otro,Otro
bgood-smart-philanthropy,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
bgood-smart-philanthropy,otro,Otro
cieds-centro-integrado-de-estudos-e-programas-de-desenvolvimento-sustentavel,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
cieds-centro-integrado-de-estudos-e-programas-de-desenvolvimento-sustentavel,mapeo-ciudadano,Mapeo ciudadano
cieds-centro-integrado-de-estudos-e-programas-de-desenvolvimento-sustentavel,participación-ciudadana,Participación ciudadana
constructora-proyecto-propio,compras-publicas,Compras públicas
prince-consulting-kmt-business-education-sa,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
prince-consulting-kmt-business-education-sa,participación-ciudadana,Participación ciudadana
instituto-del-fracaso-a-c,mapeo-ciudadano,Mapeo ciudadano
instituto-del-fracaso-a-c,participación-ciudadana,Participación ciudadana
instituto-del-fracaso-a-c,periodismo-de-datos,Periodismo de datos
public-knowledge,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
public-knowledge,mapeo-ciudadano,Mapeo ciudadano
public-knowledge,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
public-knowledge,participación-ciudadana,Participación ciudadana
public-knowledge,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
asociacion-colectivo-mujeres-al-derecho,participación-ciudadana,Participación ciudadana
consejeria-juridica-y-de-servicios-legales-de-la-cdmx,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
consejeria-juridica-y-de-servicios-legales-de-la-cdmx,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
consejeria-juridica-y-de-servicios-legales-de-la-cdmx,participación-ciudadana,Participación ciudadana
consejeria-juridica-y-de-servicios-legales-de-la-cdmx,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
instituto-para-o-desenvolvimento-racional-das-cidades,mapeo-ciudadano,Mapeo ciudadano
instituto-para-o-desenvolvimento-racional-das-cidades,participación-ciudadana,Participación ciudadana
instituto-para-o-desenvolvimento-racional-das-cidades,otro,Otro
faro-digital,participación-ciudadana,Participación ciudadana
cedaps,mapeo-ciudadano,Mapeo ciudadano
cedaps,participación-ciudadana,Participación ciudadana
tekis-tecnologia-avancadas-ltda,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
tekis-tecnologia-avancadas-ltda,mapeo-ciudadano,Mapeo ciudadano
asociacion-unacem,otro,Otro
visual-reporting-technologies,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
visual-reporting-technologies,mapeo-ciudadano,Mapeo ciudadano
visual-reporting-technologies,compras-publicas,Compras públicas
visual-reporting-technologies,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
visual-reporting-technologies,participación-ciudadana,Participación ciudadana
visual-reporting-technologies,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
visual-reporting-technologies,periodismo-de-datos,Periodismo de datos
nachhaltigkeit-educacão-ltda,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
on-the-move,participación-ciudadana,Participación ciudadana
fundacion-mexicana-para-la-planeacion-familiar-a-c-mexfam,otro,Otro
codeando-mexico,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
codeando-mexico,mapeo-ciudadano,Mapeo ciudadano
codeando-mexico,compras-publicas,Compras públicas
codeando-mexico,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
codeando-mexico,participación-ciudadana,Participación ciudadana
codeando-mexico,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
